user_id,product_id,rating,interaction_type
user_601,prod_36,3.1,view
user_568,prod_32,1.2,purchase
user_94,prod_64,4.1,view
user_93,prod_199,3.9,view
user_340,prod_170,4.5,view
user_597,prod_48,3.6,view
user_445,prod_81,1.3,view
user_757,prod_158,2.0,purchase
user_22,prod_149,4.2,view
user_291,prod_60,1.7,view
user_485,prod_141,3.8,view
user_784,prod_1,4.1,view
user_306,prod_65,2.3,view
user_634,prod_33,2.3,view
user_128,prod_38,3.2,view
user_625,prod_25,4.4,purchase
user_939,prod_154,1.9,view
user_273,prod_59,4.8,purchase
user_848,prod_161,3.4,purchase
user_442,prod_101,5.0,view
user_503,prod_127,1.4,view
user_130,prod_41,1.5,purchase
user_132,prod_158,4.3,view
user_597,prod_57,4.5,view
user_935,prod_177,2.8,view
user_482,prod_48,3.9,view
user_862,prod_72,4.5,purchase
user_390,prod_177,1.2,purchase
user_593,prod_175,3.3,purchase
user_999,prod_56,4.4,view
user_985,prod_65,2.6,view
user_325,prod_12,2.2,view
user_69,prod_69,4.2,view
user_660,prod_134,2.3,view
user_448,prod_89,1.0,view
user_528,prod_193,4.8,purchase
user_819,prod_25,3.4,purchase
user_617,prod_1,4.3,view
user_165,prod_160,4.3,view
user_488,prod_131,1.3,view
user_713,prod_49,1.7,view
user_709,prod_147,2.2,view
user_426,prod_60,2.3,view
user_697,prod_157,3.6,purchase
user_834,prod_178,3.5,view
user_265,prod_2,3.0,view
user_875,prod_73,1.8,view
user_612,prod_184,2.5,view
user_342,prod_145,3.2,view
user_832,prod_188,2.9,view
user_726,prod_110,1.5,purchase
user_278,prod_164,3.6,view
user_674,prod_61,1.3,view
user_439,prod_17,2.5,view
user_157,prod_49,3.8,view
user_422,prod_76,1.1,view
user_251,prod_188,3.3,view
user_878,prod_148,2.3,view
user_609,prod_178,1.0,view
user_530,prod_131,1.8,view
user_327,prod_43,4.8,view
user_961,prod_57,3.1,purchase
user_895,prod_50,5.0,view
user_97,prod_196,3.1,view
user_513,prod_178,3.2,view
user_216,prod_37,2.6,purchase
user_132,prod_46,2.2,view
user_260,prod_170,2.0,view
user_125,prod_15,2.4,view
user_82,prod_161,2.8,purchase
user_283,prod_80,1.8,view
user_683,prod_139,1.9,view
user_59,prod_148,2.1,purchase
user_544,prod_24,2.8,view
user_161,prod_125,3.6,view
user_284,prod_192,4.4,view
user_106,prod_118,2.1,view
user_105,prod_80,1.7,view
user_439,prod_94,2.5,purchase
user_228,prod_65,4.6,view
user_700,prod_88,1.0,view
user_582,prod_88,3.7,purchase
user_318,prod_145,2.9,purchase
user_464,prod_126,1.6,view
user_802,prod_89,2.3,view
user_599,prod_61,1.9,view
user_882,prod_15,4.5,view
user_874,prod_94,2.9,view
user_472,prod_51,3.3,view
user_56,prod_27,3.4,view
user_625,prod_74,3.6,view
user_13,prod_61,3.0,view
user_440,prod_186,1.1,view
user_18,prod_31,2.3,view
user_694,prod_12,1.7,view
user_973,prod_46,3.7,view
user_113,prod_159,1.2,view
user_229,prod_32,3.3,view
user_171,prod_160,1.8,purchase
user_295,prod_181,4.8,view
user_189,prod_61,2.3,view
user_426,prod_46,2.3,view
user_977,prod_85,4.7,view
user_79,prod_80,2.7,view
user_658,prod_135,4.9,view
user_919,prod_4,1.1,view
user_182,prod_52,2.2,view
user_499,prod_159,3.7,purchase
user_798,prod_112,4.6,view
user_762,prod_36,2.0,view
user_866,prod_182,4.7,view
user_826,prod_54,3.4,purchase
user_708,prod_119,4.2,purchase
user_835,prod_127,2.6,view
user_71,prod_17,1.8,view
user_248,prod_75,4.6,view
user_146,prod_158,4.7,view
user_618,prod_105,3.0,view
user_775,prod_150,1.0,view
user_296,prod_117,1.4,purchase
user_582,prod_43,3.3,view
user_470,prod_112,1.1,purchase
user_506,prod_115,2.6,view
user_193,prod_27,2.2,view
user_68,prod_37,3.9,view
user_494,prod_46,1.2,view
user_817,prod_113,3.0,view
user_52,prod_35,3.3,view
user_882,prod_132,3.5,purchase
user_363,prod_80,2.6,view
user_797,prod_80,2.2,view
user_917,prod_154,3.7,view
user_474,prod_121,4.4,purchase
user_846,prod_147,3.8,view
user_521,prod_122,4.7,view
user_763,prod_81,3.9,view
user_431,prod_173,4.1,view
user_844,prod_154,1.7,purchase
user_298,prod_150,2.7,view
user_435,prod_119,2.9,view
user_696,prod_58,2.0,view
user_691,prod_63,3.1,view
user_198,prod_156,2.2,view
user_128,prod_193,3.8,view
user_532,prod_172,2.9,view
user_984,prod_100,2.8,view
user_411,prod_171,4.9,view
user_934,prod_165,2.6,view
user_840,prod_66,2.4,view
user_65,prod_145,2.3,view
user_694,prod_168,4.6,purchase
user_241,prod_166,3.0,view
user_369,prod_85,3.4,view
user_536,prod_189,1.7,view
user_384,prod_137,3.2,purchase
user_431,prod_189,2.1,purchase
user_967,prod_144,3.9,view
user_83,prod_123,4.3,view
user_982,prod_2,3.9,view
user_831,prod_106,3.9,view
user_697,prod_108,3.0,view
user_951,prod_72,3.8,view
user_828,prod_171,2.7,purchase
user_611,prod_126,3.6,view
user_574,prod_170,2.0,view
user_286,prod_57,1.3,view
user_989,prod_81,2.7,view
user_534,prod_195,2.8,purchase
user_459,prod_158,2.0,view
user_212,prod_141,3.9,view
user_126,prod_19,1.3,view
user_413,prod_7,1.9,view
user_499,prod_137,4.0,view
user_425,prod_54,2.7,purchase
user_554,prod_104,3.8,view
user_610,prod_86,3.3,view
user_961,prod_82,4.8,purchase
user_543,prod_61,3.4,view
user_158,prod_87,1.1,view
user_112,prod_2,2.4,view
user_402,prod_178,1.6,view
user_759,prod_31,4.7,purchase
user_122,prod_33,1.4,view
user_273,prod_80,2.6,view
user_294,prod_11,1.9,view
user_398,prod_161,4.4,view
user_471,prod_128,2.2,view
user_985,prod_135,5.0,view
user_207,prod_128,1.2,view
user_110,prod_31,1.5,view
user_440,prod_176,1.9,view
user_278,prod_126,4.2,view
user_963,prod_47,4.5,view
user_568,prod_181,1.3,view
user_887,prod_107,1.1,view
user_915,prod_19,4.0,view
user_569,prod_81,1.5,view
user_940,prod_123,1.5,view
user_482,prod_134,1.1,view
user_803,prod_107,1.2,view
user_114,prod_49,2.1,purchase
user_893,prod_73,1.3,view
user_897,prod_50,2.5,purchase
user_820,prod_81,4.3,view
user_853,prod_95,2.3,purchase
user_477,prod_12,3.9,view
user_710,prod_23,1.4,view
user_933,prod_54,3.6,purchase
user_321,prod_118,2.3,view
user_179,prod_197,4.0,view
user_897,prod_59,1.5,view
user_219,prod_164,4.6,view
user_789,prod_3,2.0,view
user_949,prod_58,2.4,view
user_528,prod_183,4.8,view
user_492,prod_57,3.3,view
user_891,prod_145,2.5,purchase
user_61,prod_167,4.8,view
user_54,prod_90,2.3,view
user_680,prod_196,1.4,view
user_538,prod_55,5.0,purchase
user_848,prod_45,2.1,view
user_988,prod_1,4.4,purchase
user_65,prod_21,1.7,view
user_612,prod_21,3.9,view
user_586,prod_52,3.1,view
user_704,prod_82,4.9,view
user_171,prod_171,3.2,view
user_273,prod_180,1.1,view
user_889,prod_67,3.4,view
user_699,prod_113,1.6,view
user_535,prod_44,4.2,view
user_391,prod_160,4.4,view
user_940,prod_10,2.9,view
user_693,prod_64,4.1,view
user_327,prod_69,1.6,view
user_108,prod_68,3.0,purchase
user_847,prod_28,2.6,view
user_162,prod_181,3.4,view
user_814,prod_116,1.2,view
user_452,prod_51,4.0,view
user_206,prod_181,1.3,view
user_590,prod_4,3.6,view
user_16,prod_79,1.1,view
user_327,prod_17,4.3,purchase
user_608,prod_108,1.7,view
user_659,prod_195,3.1,view
user_2,prod_74,2.0,view
user_10,prod_175,3.9,view
user_434,prod_184,2.3,view
user_125,prod_23,3.9,view
user_81,prod_18,2.1,purchase
user_485,prod_129,4.0,view
user_652,prod_35,1.1,purchase
user_838,prod_64,2.1,view
user_150,prod_186,3.0,view
user_800,prod_59,1.2,purchase
user_873,prod_1,1.7,view
user_340,prod_131,4.7,view
user_129,prod_67,4.9,purchase
user_438,prod_37,4.0,view
user_751,prod_29,2.0,view
user_501,prod_89,2.0,purchase
user_58,prod_161,3.6,view
user_198,prod_100,1.5,view
user_211,prod_189,4.8,view
user_914,prod_122,1.9,view
user_902,prod_90,5.0,view
user_45,prod_132,3.0,view
user_97,prod_14,4.1,view
user_279,prod_161,1.0,view
user_535,prod_150,4.6,purchase
user_410,prod_176,2.1,view
user_461,prod_131,3.7,view
user_391,prod_85,4.2,view
user_847,prod_151,1.7,view
user_44,prod_196,2.8,purchase
user_27,prod_21,3.0,view
user_794,prod_171,2.2,view
user_97,prod_26,2.9,view
user_975,prod_41,2.3,view
user_548,prod_122,2.4,view
user_621,prod_38,3.7,view
user_567,prod_88,3.5,view
user_704,prod_11,1.9,view
user_219,prod_29,4.6,view
user_185,prod_60,4.5,view
user_69,prod_195,3.0,purchase
user_829,prod_193,2.7,view
user_130,prod_61,2.5,view
user_567,prod_147,3.8,purchase
user_890,prod_174,3.7,view
user_609,prod_177,1.8,view
user_848,prod_22,3.7,view
user_599,prod_78,2.0,purchase
user_806,prod_113,1.1,view
user_631,prod_185,3.8,view
user_720,prod_123,3.6,view
user_334,prod_142,2.6,view
user_925,prod_44,3.1,purchase
user_154,prod_144,4.8,view
user_547,prod_97,3.4,view
user_79,prod_77,3.6,view
user_579,prod_140,1.3,view
user_855,prod_55,1.7,purchase
user_413,prod_51,2.2,view
user_546,prod_102,3.2,view
user_609,prod_167,4.1,view
user_169,prod_161,2.3,view
user_681,prod_161,2.4,view
user_663,prod_29,2.0,view
user_583,prod_69,2.0,purchase
user_515,prod_198,4.8,view
user_314,prod_159,3.5,view
user_32,prod_80,1.6,view
user_287,prod_31,3.9,purchase
user_594,prod_112,3.9,view
user_43,prod_46,3.7,view
user_903,prod_97,1.5,view
user_617,prod_52,2.6,view
user_1,prod_138,1.4,purchase
user_573,prod_74,4.3,view
user_270,prod_41,3.6,purchase
user_180,prod_77,3.0,purchase
user_736,prod_131,2.4,view
user_518,prod_187,1.7,view
user_103,prod_114,1.4,view
user_10,prod_52,4.9,view
user_583,prod_162,1.8,purchase
user_90,prod_177,1.2,view
user_226,prod_156,4.8,view
user_670,prod_87,3.2,view
user_740,prod_109,4.2,purchase
user_917,prod_141,1.2,view
user_126,prod_69,3.3,view
user_956,prod_120,2.6,view
user_209,prod_67,4.1,view
user_97,prod_61,1.2,view
user_74,prod_188,2.6,view
user_627,prod_71,4.2,view
user_191,prod_152,3.1,view
user_682,prod_191,3.2,view
user_819,prod_189,1.4,view
user_960,prod_151,1.5,view
user_716,prod_30,3.7,view
user_56,prod_188,3.7,view
user_720,prod_146,4.9,view
user_553,prod_96,3.8,view
user_32,prod_56,3.0,view
user_527,prod_53,4.4,view
user_574,prod_7,1.4,view
user_667,prod_97,2.8,view
user_284,prod_197,2.1,view
user_721,prod_113,1.4,view
user_832,prod_125,4.1,view
user_494,prod_200,3.0,purchase
user_187,prod_180,3.2,view
user_498,prod_132,2.6,purchase
user_442,prod_162,2.8,view
user_130,prod_197,1.5,view
user_639,prod_161,3.7,view
user_292,prod_121,2.7,view
user_114,prod_197,4.3,view
user_199,prod_38,1.8,purchase
user_13,prod_122,1.8,view
user_271,prod_26,3.6,view
user_601,prod_129,4.4,view
user_215,prod_4,2.9,purchase
user_444,prod_39,3.9,purchase
user_790,prod_54,5.0,view
user_512,prod_161,5.0,view
user_447,prod_33,4.0,purchase
user_986,prod_200,4.0,view
user_993,prod_20,2.0,view
user_715,prod_16,4.3,view
user_74,prod_149,2.6,view
user_537,prod_173,4.8,view
user_101,prod_127,1.3,purchase
user_176,prod_87,2.7,view
user_427,prod_82,3.2,view
user_117,prod_62,2.6,view
user_166,prod_31,1.8,view
user_41,prod_42,3.4,view
user_429,prod_12,4.0,view
user_344,prod_65,3.6,view
user_424,prod_73,1.9,view
user_366,prod_131,3.9,view
user_120,prod_115,2.0,view
user_609,prod_137,1.7,view
user_657,prod_106,3.8,view
user_728,prod_179,4.4,view
user_229,prod_16,2.9,view
user_825,prod_78,3.1,view
user_130,prod_125,2.2,view
user_352,prod_131,3.0,view
user_889,prod_152,1.5,view
user_318,prod_141,4.8,view
user_984,prod_130,4.2,view
user_649,prod_199,3.7,purchase
user_836,prod_112,3.2,view
user_337,prod_127,4.2,view
user_273,prod_21,3.0,view
user_117,prod_147,2.2,view
user_818,prod_89,1.6,view
user_368,prod_47,3.6,view
user_94,prod_150,4.7,view
user_168,prod_161,1.6,view
user_954,prod_160,1.7,purchase
user_715,prod_192,2.7,view
user_341,prod_85,4.2,view
user_661,prod_167,2.2,view
user_914,prod_128,2.0,view
user_695,prod_72,3.5,view
user_925,prod_42,3.1,view
user_152,prod_9,1.2,view
user_586,prod_25,1.3,view
user_877,prod_2,3.6,view
user_913,prod_19,2.9,view
user_274,prod_20,4.9,view
user_554,prod_70,3.7,view
user_496,prod_17,1.0,view
user_724,prod_124,2.9,view
user_101,prod_89,2.7,view
user_557,prod_196,1.4,view
user_82,prod_94,4.7,purchase
user_529,prod_84,4.2,view
user_73,prod_131,1.9,purchase
user_14,prod_87,2.0,view
user_433,prod_51,1.1,view
user_157,prod_82,2.2,view
user_735,prod_154,3.3,view
user_132,prod_184,2.7,view
user_338,prod_192,4.9,view
user_404,prod_8,1.2,purchase
user_376,prod_165,3.4,view
user_888,prod_121,4.4,view
user_559,prod_155,2.9,view
user_107,prod_173,1.0,view
user_620,prod_4,2.0,view
user_265,prod_86,2.3,view
user_205,prod_128,4.9,view
user_79,prod_110,4.6,view
user_155,prod_99,4.8,view
user_783,prod_37,4.3,view
user_988,prod_71,2.4,view
user_997,prod_33,4.6,purchase
user_247,prod_31,4.9,purchase
user_531,prod_183,2.4,view
user_858,prod_125,2.0,view
user_948,prod_12,3.2,view
user_538,prod_11,1.7,view
user_729,prod_88,1.1,view
user_154,prod_72,4.8,purchase
user_154,prod_32,4.7,view
user_686,prod_57,1.7,view
user_92,prod_166,2.6,view
user_433,prod_188,4.3,purchase
user_338,prod_86,3.6,purchase
user_480,prod_19,2.6,view
user_693,prod_116,4.0,view
user_131,prod_184,4.6,view
user_450,prod_14,4.7,view
user_993,prod_33,2.5,view
user_810,prod_10,1.7,view
user_787,prod_80,4.7,view
user_273,prod_192,1.4,view
user_929,prod_64,3.9,view
user_588,prod_190,1.6,view
user_177,prod_68,2.6,view
user_696,prod_92,2.6,view
user_831,prod_125,1.6,view
user_643,prod_171,4.7,view
user_875,prod_80,1.0,purchase
user_49,prod_59,4.6,view
user_567,prod_180,4.5,view
user_666,prod_97,2.3,view
user_355,prod_19,3.8,view
user_712,prod_149,2.0,purchase
user_308,prod_22,4.0,view
user_868,prod_9,3.2,view
user_885,prod_9,2.2,purchase
user_630,prod_27,2.6,view
user_775,prod_17,3.8,view
user_46,prod_172,4.6,view
user_302,prod_45,1.5,view
user_868,prod_8,3.3,view
user_912,prod_146,2.0,view
user_408,prod_125,4.2,view
user_189,prod_123,1.3,view
user_822,prod_33,3.8,view
user_830,prod_1,1.7,purchase
user_129,prod_6,3.4,purchase
user_561,prod_41,4.3,view
user_537,prod_183,4.0,view
user_266,prod_5,4.0,view
user_118,prod_187,3.1,purchase
user_464,prod_80,4.6,view
user_144,prod_18,3.4,purchase
user_442,prod_177,4.7,purchase
user_200,prod_82,3.2,view
user_157,prod_65,3.0,view
user_487,prod_83,1.9,view
user_860,prod_182,3.2,view
user_134,prod_189,1.6,view
user_912,prod_136,4.5,view
user_148,prod_131,3.7,view
user_336,prod_25,5.0,view
user_71,prod_69,1.4,purchase
user_233,prod_183,2.0,view
user_334,prod_168,4.5,view
user_811,prod_82,2.6,view
user_666,prod_178,2.9,view
user_90,prod_117,4.4,view
user_334,prod_95,3.1,view
user_199,prod_33,1.8,purchase
user_161,prod_111,4.6,view
user_538,prod_146,1.1,view
user_121,prod_125,4.6,purchase
user_301,prod_185,1.2,view
user_724,prod_16,3.7,view
user_575,prod_80,1.3,view
user_963,prod_38,3.8,view
user_436,prod_169,1.1,view
user_68,prod_135,4.4,view
user_765,prod_78,2.9,view
user_922,prod_181,1.4,view
user_459,prod_63,3.8,view
user_514,prod_112,3.0,view
user_398,prod_89,1.8,purchase
user_620,prod_160,1.1,view
user_286,prod_38,2.7,view
user_561,prod_150,1.3,purchase
user_140,prod_144,1.4,view
user_730,prod_52,2.1,purchase
user_556,prod_29,3.5,purchase
user_929,prod_144,3.1,view
user_781,prod_76,1.3,view
user_590,prod_145,4.9,view
user_728,prod_64,4.5,view
user_894,prod_91,2.0,view
user_610,prod_89,1.5,view
user_748,prod_13,4.8,view
user_282,prod_72,2.8,view
user_661,prod_184,2.2,view
user_924,prod_5,3.0,view
user_816,prod_12,4.1,view
user_996,prod_169,1.7,view
user_936,prod_3,4.1,purchase
user_578,prod_33,4.0,view
user_746,prod_121,3.2,view
user_457,prod_50,4.5,purchase
user_87,prod_184,1.5,view
user_79,prod_137,3.4,view
user_205,prod_178,2.8,view
user_791,prod_29,2.7,view
user_337,prod_39,2.0,purchase
user_254,prod_91,2.5,view
user_304,prod_100,1.4,purchase
user_380,prod_173,2.0,view
user_130,prod_17,2.1,purchase
user_596,prod_56,3.9,purchase
user_276,prod_46,1.2,view
user_699,prod_67,3.6,view
user_558,prod_197,1.9,view
user_899,prod_142,1.3,purchase
user_183,prod_67,2.2,view
user_268,prod_23,1.9,view
user_808,prod_94,3.2,view
user_322,prod_189,2.4,view
user_512,prod_151,4.9,view
user_612,prod_155,4.9,view
user_78,prod_54,2.8,purchase
user_784,prod_138,4.2,view
user_339,prod_77,1.1,view
user_674,prod_16,3.2,view
user_556,prod_41,4.0,view
user_509,prod_98,1.9,purchase
user_238,prod_183,1.2,view
user_134,prod_128,1.6,view
user_973,prod_61,2.8,view
user_192,prod_86,3.0,purchase
user_356,prod_118,2.5,purchase
user_278,prod_100,2.8,view
user_18,prod_49,2.9,view
user_524,prod_180,4.1,view
user_180,prod_2,1.4,view
user_123,prod_120,4.1,view
user_246,prod_178,3.8,purchase
user_734,prod_123,4.0,purchase
user_373,prod_86,3.9,purchase
user_51,prod_171,2.9,view
user_1000,prod_77,1.8,view
user_71,prod_136,3.1,view
user_480,prod_59,4.8,view
user_560,prod_193,3.4,view
user_19,prod_12,1.0,view
user_774,prod_4,1.2,view
user_84,prod_117,5.0,view
user_155,prod_95,1.3,view
user_565,prod_125,1.2,view
user_619,prod_41,2.4,view
user_357,prod_123,4.9,view
user_816,prod_7,2.3,view
user_647,prod_69,2.6,view
user_443,prod_69,3.5,purchase
user_69,prod_81,1.1,view
user_523,prod_30,4.6,view
user_143,prod_73,3.1,view
user_192,prod_6,2.9,view
user_387,prod_89,4.4,view
user_378,prod_147,4.8,view
user_581,prod_66,2.7,view
user_535,prod_10,1.7,view
user_693,prod_144,4.3,view
user_293,prod_37,2.6,purchase
user_9,prod_77,4.7,view
user_271,prod_77,4.8,view
user_387,prod_32,1.5,purchase
user_93,prod_47,4.8,purchase
user_966,prod_110,2.5,view
user_529,prod_200,3.6,purchase
user_154,prod_171,1.1,view
user_405,prod_120,4.6,view
user_840,prod_164,3.6,view
user_149,prod_154,3.6,view
user_889,prod_10,4.6,view
user_267,prod_159,3.0,view
user_422,prod_97,2.6,view
user_840,prod_157,4.5,view
user_618,prod_5,4.0,view
user_472,prod_77,4.8,purchase
user_893,prod_1,4.8,view
user_547,prod_131,2.5,view
user_631,prod_67,2.8,view
user_526,prod_199,2.0,view
user_503,prod_163,3.6,view
user_14,prod_15,2.5,view
user_778,prod_195,4.1,purchase
user_652,prod_93,1.5,view
user_806,prod_30,1.5,view
user_364,prod_103,1.8,view
user_119,prod_82,1.3,view
user_238,prod_75,3.5,view
user_546,prod_171,1.6,purchase
user_169,prod_60,1.6,purchase
user_522,prod_40,1.1,view
user_634,prod_193,4.1,view
user_913,prod_157,4.2,purchase
user_657,prod_74,1.6,view
user_963,prod_121,4.0,view
user_958,prod_147,2.7,purchase
user_735,prod_3,2.0,view
user_883,prod_36,3.5,view
user_769,prod_43,1.7,view
user_780,prod_143,4.0,view
user_871,prod_169,1.2,view
user_516,prod_115,4.8,view
user_938,prod_109,1.3,view
user_397,prod_90,3.3,view
user_866,prod_164,4.6,view
user_106,prod_84,1.0,view
user_85,prod_77,3.0,view
user_214,prod_161,2.4,purchase
user_121,prod_5,3.3,view
user_132,prod_78,1.9,view
user_850,prod_91,1.3,view
user_197,prod_87,3.5,purchase
user_19,prod_14,2.7,view
user_642,prod_104,3.5,view
user_12,prod_196,1.8,view
user_81,prod_83,2.4,view
user_330,prod_175,3.2,purchase
user_866,prod_54,3.4,view
user_774,prod_132,2.5,view
user_392,prod_95,2.1,purchase
user_637,prod_9,2.1,purchase
user_307,prod_53,1.7,view
user_267,prod_77,2.3,view
user_447,prod_60,1.8,view
user_441,prod_46,3.5,view
user_895,prod_54,3.3,view
user_652,prod_74,2.5,purchase
user_841,prod_112,2.3,view
user_2,prod_95,2.0,view
user_520,prod_165,3.1,view
user_762,prod_23,4.7,view
user_651,prod_27,3.7,purchase
user_636,prod_70,4.0,view
user_309,prod_194,4.3,view
user_740,prod_109,2.4,view
user_522,prod_189,1.3,purchase
user_469,prod_77,3.5,view
user_212,prod_179,1.8,purchase
user_112,prod_50,3.3,view
user_8,prod_124,4.0,view
user_804,prod_19,4.1,view
user_477,prod_1,2.2,view
user_874,prod_40,3.0,view
user_460,prod_160,3.5,purchase
user_253,prod_22,4.3,view
user_526,prod_112,4.0,view
user_752,prod_194,5.0,view
user_438,prod_40,1.0,view
user_754,prod_38,2.7,view
user_981,prod_48,2.0,view
user_854,prod_183,1.5,view
user_661,prod_75,4.6,view
user_236,prod_183,5.0,view
user_306,prod_179,1.7,view
user_478,prod_107,1.2,view
user_679,prod_188,2.1,purchase
user_20,prod_8,4.3,view
user_216,prod_86,2.2,view
user_855,prod_68,1.2,view
user_135,prod_75,1.2,view
user_905,prod_200,2.7,view
user_129,prod_137,4.7,purchase
user_410,prod_90,2.1,view
user_422,prod_130,2.7,view
user_294,prod_80,1.4,view
user_246,prod_95,3.0,view
user_701,prod_70,3.8,view
user_556,prod_90,2.1,view
user_86,prod_59,2.2,purchase
user_556,prod_147,4.4,view
user_842,prod_28,1.0,view
user_375,prod_72,3.5,purchase
user_446,prod_14,2.6,view
user_378,prod_24,2.2,purchase
user_390,prod_112,3.6,view
user_657,prod_44,4.3,view
user_51,prod_56,3.2,purchase
user_242,prod_120,1.1,view
user_294,prod_179,2.8,view
user_920,prod_32,2.9,view
user_563,prod_178,3.2,view
user_266,prod_169,3.7,purchase
user_120,prod_194,1.1,purchase
user_712,prod_25,3.0,purchase
user_917,prod_116,3.4,view
user_248,prod_189,2.4,view
user_70,prod_66,3.7,view
user_853,prod_42,1.9,purchase
user_57,prod_193,2.3,view
user_382,prod_164,4.9,view
user_39,prod_76,2.4,purchase
user_984,prod_137,2.4,view
user_801,prod_164,3.4,view
user_443,prod_38,4.9,view
user_18,prod_161,4.9,view
user_952,prod_170,3.3,view
user_732,prod_61,1.0,view
user_825,prod_174,4.6,view
user_756,prod_89,3.3,view
user_352,prod_189,2.5,view
user_972,prod_18,4.3,view
user_816,prod_70,2.6,view
user_298,prod_82,1.1,view
user_283,prod_116,4.3,view
user_586,prod_80,3.2,view
user_110,prod_15,2.4,view
user_180,prod_176,2.0,view
user_938,prod_200,3.4,view
user_544,prod_13,1.8,view
user_746,prod_119,2.3,view
user_794,prod_43,3.5,view
user_25,prod_188,4.5,purchase
user_843,prod_57,3.1,purchase
user_791,prod_199,4.0,view
user_738,prod_17,4.1,view
user_57,prod_178,3.7,purchase
user_180,prod_32,2.0,view
user_232,prod_150,4.5,view
user_894,prod_55,2.7,view
user_343,prod_185,1.2,view
user_477,prod_13,2.0,purchase
user_799,prod_47,4.1,view
user_576,prod_87,1.3,view
user_455,prod_62,1.6,purchase
user_232,prod_182,3.8,view
user_289,prod_29,4.6,view
user_213,prod_22,3.5,view
user_258,prod_65,1.9,view
user_530,prod_29,1.2,purchase
user_687,prod_48,3.5,purchase
user_929,prod_5,1.2,view
user_229,prod_163,3.5,view
user_226,prod_101,1.9,view
user_596,prod_71,4.6,purchase
user_803,prod_174,2.9,view
user_435,prod_163,1.9,view
user_882,prod_173,4.4,view
user_758,prod_141,2.0,purchase
user_402,prod_138,2.2,view
user_622,prod_66,4.3,view
user_766,prod_198,2.2,view
user_88,prod_72,2.6,view
user_584,prod_25,2.4,view
user_893,prod_172,1.5,view
user_542,prod_60,1.2,view
user_684,prod_175,3.9,view
user_309,prod_40,3.6,view
user_906,prod_7,2.1,purchase
user_343,prod_174,2.2,view
user_436,prod_151,4.8,view
user_177,prod_46,5.0,view
user_139,prod_86,2.9,view
user_194,prod_141,4.2,view
user_186,prod_21,3.9,purchase
user_218,prod_1,2.2,purchase
user_164,prod_123,1.2,view
user_161,prod_147,1.6,view
user_943,prod_125,4.4,view
user_525,prod_188,3.9,view
user_808,prod_33,3.7,view
user_601,prod_4,1.5,view
user_836,prod_3,3.6,view
